age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
7,4,18231,0,12,4,12,1,4,1,0,0,43,8
3,0,16271,15,1,4,0,3,4,0,0,0,9,0
32,6,24107,15,1,2,3,0,4,1,0,0,34,39
40,4,21517,15,1,2,14,0,4,1,0,0,45,39
47,4,17515,11,15,0,1,1,4,0,0,0,14,39
39,4,25334,11,15,2,7,0,4,1,0,0,34,39
27,0,17505,11,15,2,0,0,2,1,0,0,23,39
35,4,4643,11,15,6,1,1,4,0,0,0,34,39
18,2,26270,9,4,2,4,0,4,1,0,32,77,39
27,6,17625,15,1,2,8,5,4,0,0,0,45,39
36,4,23822,11,15,2,3,0,3,1,0,0,34,26
43,0,16372,11,15,6,0,1,4,1,0,0,28,31
22,4,7659,12,5,2,4,0,4,1,0,0,39,39
35,1,18840,9,4,2,10,0,4,1,0,0,34,39
25,4,529,11,15,2,3,0,4,1,0,0,34,39
8,4,17850,9,4,4,12,1,4,1,0,0,61,39
15,7,6049,12,5,2,10,0,4,1,0,0,45,39
39,4,24671,8,2,2,13,0,4,1,0,0,34,39
40,4,4146,10,7,2,13,0,4,1,0,47,34,11
42,4,7500,9,4,5,4,1,4,1,0,0,39,39
19,6,21525,8,2,2,5,0,4,1,79,0,71,39
2,4,25691,11,15,4,12,3,4,0,0,0,12,39
23,4,23820,15,1,2,14,0,2,1,0,74,67,39
15,4,15108,15,1,0,1,4,4,0,0,0,34,39
34,5,6890,8,2,2,4,0,4,1,0,0,34,39
45,6,6131,11,15,2,5,0,4,1,0,0,28,39
38,4,17996,11,15,6,12,1,4,0,0,0,31,39
10,4,20448,11,15,4,1,3,2,0,0,0,34,39
26,4,14934,9,4,0,12,1,4,1,0,0,34,39
7,4,20443,9,4,4,4,1,4,1,0,0,45,39
25,6,25391,11,15,0,4,4,4,1,0,0,50,39
24,4,12534,15,1,0,8,1,4,1,0,0,13,39
27,4,3575,11,15,2,1,5,4,0,0,0,34,39
41,4,4319,9,4,0,4,4,4,0,0,0,28,39
13,1,20085,9,4,2,10,0,4,1,0,0,34,39
15,7,7275,10,7,4,10,1,4,0,0,0,67,39
11,4,10970,8,2,4,1,2,4,1,0,0,34,21
27,4,15113,15,1,2,3,0,4,1,0,0,45,39
11,4,12188,11,15,5,11,2,4,1,0,0,34,39
43,4,26788,11,15,0,4,1,4,0,0,1,34,39
0,4,17657,11,15,4,8,2,4,1,0,0,28,26
44,4,14201,9,4,2,4,5,4,0,0,0,23,39
11,4,13714,11,15,4,8,4,4,0,0,0,20,39
40,4,27507,0,12,6,1,1,4,0,0,0,76,39
10,7,20355,15,1,4,13,3,4,0,0,0,77,39
8,4,9364,5,10,4,9,2,4,0,0,0,34,13
11,4,3477,11,15,0,1,4,4,0,0,0,45,39
32,4,10232,9,4,3,1,1,0,1,0,0,34,30
38,4,9964,15,1,2,7,0,4,1,0,0,42,39
33,7,26855,15,1,0,1,1,4,0,0,0,32,39
42,6,12975,12,5,2,14,0,4,1,0,0,6,39
21,4,21525,11,15,2,12,0,4,1,0,0,50,39
2,4,27344,11,15,4,12,3,4,0,0,0,16,39
18,4,11881,9,4,0,4,1,4,1,55,0,45,39
9,4,21377,15,1,4,11,1,4,1,0,0,38,39
4,0,11993,15,1,4,0,3,4,1,0,0,77,39
34,0,7613,10,7,4,0,1,4,1,0,85,34,39
40,4,10872,15,1,2,8,0,3,1,0,0,34,26
14,1,4068,9,4,4,4,3,4,0,0,0,34,5
41,6,28336,11,15,2,3,0,4,1,0,0,34,39
30,5,10754,15,1,2,12,0,4,1,111,0,39,39
13,4,6609,9,4,4,4,1,4,1,0,0,36,39
37,4,28280,5,10,2,3,0,4,1,0,0,34,39
13,4,14637,11,15,2,3,0,4,1,0,0,45,39
24,4,3715,8,2,2,10,0,4,1,0,0,34,39
11,4,747,11,15,4,6,1,4,1,0,0,36,39
21,4,4615,11,15,2,3,0,4,1,0,0,61,39
20,2,16363,7,3,2,10,0,4,1,0,0,39,2
48,2,12236,11,15,2,8,0,4,1,0,0,76,39
5,4,4679,11,15,4,6,3,0,1,0,0,34,39
14,4,20938,15,1,3,14,4,4,1,0,0,45,39
10,6,19461,11,15,4,5,3,4,1,0,0,77,39
36,7,9158,11,15,2,8,0,4,1,0,0,34,39
38,4,22884,9,4,2,12,0,4,1,0,0,56,0
13,4,12364,11,15,2,3,0,4,1,0,39,34,39
1,0,16662,15,1,4,0,3,4,1,100,0,1,39
16,4,27100,11,15,2,7,0,4,1,0,0,34,39
3,4,1204,15,1,4,1,3,1,0,0,0,23,39
40,4,13267,15,1,2,3,0,4,1,0,0,34,39
5,4,10250,15,1,4,12,1,4,0,0,0,12,39
20,4,23844,3,8,2,5,0,4,1,0,0,34,26
12,4,2455,9,4,2,12,5,4,0,0,0,45,39
44,4,12050,15,1,6,1,2,4,0,0,0,34,39
20,4,27836,9,4,4,4,1,4,1,0,0,39,39
11,4,27415,15,1,2,12,5,4,0,0,0,34,39
10,4,8268,11,15,4,8,1,4,1,0,0,42,39
32,0,20112,5,10,2,0,0,4,1,0,0,95,39
28,4,22161,11,15,2,14,0,4,1,0,0,34,39
54,5,24458,9,4,2,12,0,4,1,29,0,23,39
36,5,1144,15,1,2,5,0,4,1,0,0,56,39
14,4,11298,15,1,2,6,0,4,1,0,0,34,39
28,4,17373,9,4,2,4,0,4,1,0,0,45,39
18,4,5281,12,5,2,10,0,4,1,122,0,45,39
24,4,12495,9,4,0,10,1,4,1,0,0,39,39
27,4,18878,11,15,4,3,1,2,1,0,0,56,39
16,4,5612,9,4,2,13,0,4,1,0,0,45,39
3,3,24521,15,1,4,0,3,2,1,0,0,34,39
43,1,26082,9,4,2,1,0,2,1,0,0,34,39
30,6,2161,15,1,2,1,5,4,0,0,0,28,39
12,4,11443,11,15,4,4,1,4,0,0,0,31,39
12,4,13011,15,1,0,11,1,4,1,0,0,34,39
19,4,3783,15,1,2,7,0,4,1,0,0,34,39
20,4,21772,11,15,4,12,1,2,1,0,0,38,39
31,4,18657,15,1,0,10,4,4,0,0,0,34,39
26,4,495,12,5,6,4,4,4,1,93,0,34,39
22,4,25952,9,4,0,1,4,4,1,0,0,34,39
4,4,12192,15,1,4,8,3,4,1,0,0,34,39
9,4,21537,9,4,4,1,1,4,1,0,0,39,39
23,4,8329,9,4,2,8,5,1,0,114,0,47,24
16,4,1266,12,5,2,4,0,4,1,0,43,39,11
21,4,22903,11,15,2,12,0,4,1,0,0,38,39
22,4,25604,11,15,0,8,4,4,0,0,0,34,39
8,0,2510,11,15,4,0,3,4,1,0,20,34,39
8,2,25756,9,4,2,10,5,4,0,0,0,45,39
21,4,9732,15,1,2,3,0,4,1,0,0,39,39
9,4,26654,1,13,4,7,4,4,0,0,0,6,39
24,0,3513,7,3,6,0,1,4,0,0,0,45,39
31,6,25795,15,1,2,12,0,4,1,0,0,67,39
13,4,66,9,4,2,4,2,4,0,0,0,34,12
22,0,4393,11,15,0,0,4,4,0,0,0,7,39
50,0,180,15,1,2,0,0,4,1,0,0,34,39
44,2,26875,1,13,2,4,0,4,1,0,0,34,39
7,0,4617,15,1,4,0,4,4,1,0,0,34,39
18,4,4063,11,15,2,12,0,4,1,0,43,34,39
5,4,10367,15,1,4,12,1,4,1,0,0,23,39
14,4,12247,9,4,4,8,1,4,0,0,0,17,39
20,4,10110,7,3,0,1,1,4,0,0,11,34,39
28,4,22797,6,11,2,14,0,4,1,0,0,34,39
25,6,15374,11,15,2,14,0,4,1,0,0,92,39
29,4,1115,12,5,2,10,0,4,1,20,0,45,39
2,4,16253,11,15,4,8,2,2,1,0,0,34,39
47,4,19404,11,15,2,3,0,4,1,0,0,34,39
17,4,11500,11,15,0,14,1,4,1,0,0,45,39
47,0,10709,1,13,4,0,4,4,1,0,0,34,39
11,4,16156,15,1,4,4,1,4,1,0,0,56,39
7,7,18182,15,1,2,8,0,1,1,0,0,16,0
10,4,7515,7,3,4,3,3,4,1,0,0,34,39
28,4,142,12,5,2,4,0,4,1,20,0,56,9
9,4,7840,8,2,4,10,3,3,0,0,0,56,23
1,4,3856,11,15,4,1,3,4,0,0,0,34,39
31,4,7843,11,15,2,4,0,4,1,0,0,56,39
14,2,5150,11,15,2,3,0,4,1,0,0,34,39
62,0,81,7,3,2,0,5,4,0,0,0,11,39
22,4,5517,15,1,2,7,0,4,1,0,0,34,39
34,4,881,7,3,5,8,1,2,0,0,0,34,39
27,4,13208,11,15,2,3,0,4,1,56,0,36,39
24,4,19976,11,15,0,8,4,4,0,0,0,23,39
22,4,28399,9,4,4,12,1,4,0,117,0,45,39
25,1,2852,15,1,2,14,0,2,1,0,0,34,39
49,0,833,15,1,2,0,0,4,1,0,0,34,39
41,4,15890,8,2,2,4,0,4,1,79,0,34,39
17,6,24941,11,15,2,4,0,4,1,0,0,67,39
3,4,28017,11,15,4,1,3,2,0,0,0,12,39
35,2,26575,8,2,2,1,0,4,1,0,0,17,39
41,7,9501,9,4,6,13,4,4,0,0,0,34,39
27,4,10353,15,1,0,1,4,4,0,0,0,52,39
15,2,18636,15,1,0,8,1,4,0,0,0,23,24
1,4,6270,1,13,4,8,3,4,1,0,0,76,39
7,4,28332,11,15,2,12,0,4,1,0,0,45,39
26,4,10927,9,4,2,4,5,2,0,0,0,34,0
40,4,2714,15,1,4,6,3,2,1,0,0,34,39
41,6,4491,11,15,2,12,0,4,1,0,0,68,39
1,4,1824,15,1,4,3,1,4,1,0,0,23,39
24,4,20431,11,15,2,7,0,4,1,0,0,34,39
38,1,7932,9,4,5,8,4,4,0,0,0,68,0
32,4,22473,9,4,2,4,0,4,1,0,0,37,39
2,4,15514,1,13,4,12,2,4,1,0,0,7,39
33,4,27243,12,5,2,4,0,4,1,0,0,34,39
5,4,25150,11,15,4,8,1,2,1,0,0,77,39
50,6,22485,11,15,2,5,0,4,1,0,0,34,39
7,4,2934,15,1,4,1,3,4,0,0,0,34,39
4,4,13069,0,12,4,1,1,4,0,0,0,32,39
34,4,2536,12,5,2,10,0,1,1,94,0,34,19
30,6,3421,15,1,2,5,0,4,1,0,0,68,39
14,4,17287,11,15,2,3,0,4,1,111,0,34,39
41,4,8379,11,15,2,3,0,4,1,65,0,7,39
34,7,6890,12,5,2,4,0,4,1,0,0,34,39
8,4,15606,9,4,4,8,3,4,1,0,0,9,39
14,4,10482,7,3,0,10,3,4,0,0,0,34,39
11,5,20236,11,15,2,4,0,4,1,0,0,39,39
10,6,13006,9,4,4,12,1,4,1,0,0,45,39
9,4,5686,15,1,2,7,0,2,1,0,0,34,39
10,4,9930,11,15,4,6,3,4,1,0,0,34,39
34,4,26812,12,5,0,10,4,3,1,90,0,28,26
30,4,4053,11,15,2,13,0,4,1,0,0,34,39
17,4,23549,15,1,0,7,1,4,0,0,0,34,39
1,4,17359,1,13,4,8,3,4,1,0,0,12,39
18,6,13409,2,14,4,8,1,2,0,0,0,34,38
41,6,6477,9,4,0,10,1,4,0,0,0,34,39
8,4,8628,11,15,2,3,0,4,1,0,0,34,39
31,4,24959,7,3,2,14,0,4,1,0,0,45,39
26,4,27339,8,2,2,12,0,4,1,0,0,39,39
25,4,10912,5,10,3,10,2,4,1,0,0,28,33
8,1,19532,7,3,0,1,1,4,0,0,0,34,39
25,4,15157,7,3,2,3,0,4,1,0,0,45,39
13,4,10963,11,15,4,9,3,4,0,0,0,34,13
32,4,4184,9,4,2,10,5,4,0,0,74,22,39
14,4,12220,11,15,0,7,1,4,1,0,0,34,39
34,4,12857,11,15,3,3,1,4,1,0,0,34,39
21,4,7137,15,1,0,1,4,4,0,99,0,38,39
22,4,1828,15,1,2,12,0,4,1,0,0,45,39
0,0,19511,1,13,4,0,3,4,1,0,0,34,39
13,4,7703,9,4,4,1,1,4,0,67,0,34,39
26,4,8606,12,5,5,12,4,4,0,104,0,45,39
5,0,19908,15,1,4,0,3,1,0,0,0,33,35
28,4,2626,11,15,0,8,3,4,0,0,0,56,39
20,4,9979,9,4,4,1,1,4,0,0,0,28,39
6,4,11636,11,15,0,6,3,4,1,0,0,38,39
11,4,9066,11,15,4,8,1,2,1,0,0,34,39
35,1,23001,9,4,2,1,0,4,1,0,0,34,39
13,4,17107,15,1,0,3,1,2,1,0,0,34,39
0,0,25506,5,10,4,0,3,4,0,0,0,6,39
9,4,13270,11,15,0,8,4,4,0,0,0,28,39
13,4,27299,15,1,2,3,0,4,1,0,52,34,39
52,4,512,11,15,6,13,4,4,0,0,0,76,39
16,6,24765,9,4,2,12,0,4,1,0,0,45,39
6,4,24120,8,2,5,4,3,4,0,0,0,34,39
24,5,3815,12,5,2,4,0,4,1,0,0,34,39
47,4,15477,12,5,2,10,0,4,1,0,0,39,39
33,4,4880,12,5,2,10,0,4,1,20,0,39,39
18,4,15556,1,13,0,3,1,2,1,0,0,34,39
6,2,17248,9,4,4,10,4,4,1,0,0,34,39
10,4,8725,9,4,4,4,3,4,0,0,0,95,39
39,2,7936,2,14,0,14,1,4,1,0,0,34,39
12,4,6346,11,15,4,8,3,4,0,0,0,28,39
35,4,26798,15,1,2,13,0,4,1,0,0,34,39
49,4,24748,11,15,2,14,0,4,1,0,0,7,39
6,4,25744,15,1,4,5,1,4,1,0,0,23,39
38,6,9250,12,5,0,4,1,4,1,0,0,39,39
6,4,25924,15,1,4,12,3,4,1,0,0,50,39
12,4,12874,1,13,5,3,4,4,1,0,0,34,39
28,2,12040,15,1,0,1,1,4,0,0,0,31,39
5,4,20667,15,1,4,8,1,4,0,0,0,23,39
51,4,1882,14,6,6,10,4,4,1,0,0,56,39
32,4,12680,9,4,2,12,0,4,1,0,0,56,39
22,4,12909,9,4,2,13,0,4,1,0,0,45,39
6,4,4389,15,1,4,1,1,4,1,0,0,12,39
2,0,17123,1,13,4,0,4,4,0,0,0,23,39
12,1,15686,11,15,0,1,1,3,1,0,0,39,39
37,4,8505,7,3,6,1,4,4,0,0,0,23,39
16,4,7430,11,15,4,8,3,4,0,2,0,34,39
50,0,24417,12,5,2,0,0,2,1,0,0,34,39
4,7,4696,15,1,4,12,3,2,0,0,20,3,39
24,6,7209,9,4,2,1,5,4,0,114,0,34,39
55,0,15100,8,2,6,0,1,4,0,0,77,34,39
44,4,4280,11,15,0,8,1,2,0,0,0,34,39
8,4,16886,9,4,4,12,1,4,0,0,0,7,39
30,4,9349,9,4,0,1,1,4,0,0,0,28,39
17,4,20324,11,15,2,5,0,2,1,0,0,34,39
22,4,20217,11,15,2,5,0,4,1,0,0,61,39
17,5,25442,11,15,0,12,1,4,0,0,0,45,39
36,4,12103,11,15,4,1,1,4,1,0,0,34,39
15,4,14174,11,15,2,14,0,4,1,0,0,80,39
25,6,21454,8,2,0,3,1,4,1,0,0,34,1
16,4,8550,15,1,5,10,4,4,0,0,0,30,39
27,5,24434,15,1,0,12,3,4,1,0,0,39,39
29,4,17643,11,15,4,6,3,4,1,75,0,23,39
24,4,5588,15,1,2,10,0,4,1,0,0,34,39
42,4,7286,7,3,6,4,4,4,0,0,0,34,39
11,4,25397,8,2,4,8,1,4,0,47,0,28,39
23,7,27478,10,7,2,10,0,4,1,0,0,45,39
7,4,15525,3,8,4,6,1,4,1,0,0,50,26
48,6,3399,11,15,2,7,0,4,1,0,0,22,39
32,7,26606,15,1,0,1,4,4,0,0,0,45,39
42,4,4539,11,15,2,1,0,4,1,0,0,34,39
33,0,16737,6,11,2,0,0,4,1,0,0,45,39
33,5,2384,1,13,4,4,2,4,1,0,75,34,39
33,6,23168,7,3,2,3,0,4,1,0,0,45,39
28,4,16053,11,15,2,14,2,4,0,0,0,45,0
3,4,2058,11,15,4,6,3,4,1,0,0,37,39
22,6,8600,11,15,2,5,5,4,0,0,0,45,39
5,4,12057,9,4,4,12,1,4,0,0,0,39,39
73,6,18339,15,1,2,5,0,4,1,0,0,34,39
29,4,10591,11,15,2,1,5,4,0,0,0,34,39
27,4,10697,8,2,2,3,0,4,1,69,0,34,39
24,4,1674,15,1,0,7,4,2,0,0,0,34,39
14,6,23136,5,10,2,10,0,4,1,0,0,56,39
15,4,24520,9,4,0,4,1,4,0,0,0,34,39
12,0,14289,11,15,4,0,1,2,1,0,0,34,39
7,4,9253,11,15,4,1,2,4,1,0,0,34,39
9,4,14085,15,1,2,1,0,4,1,0,0,34,39
5,4,14547,11,15,2,14,0,2,1,0,0,34,39
28,4,7084,9,4,0,12,1,4,1,0,0,56,39
31,4,2609,15,1,2,14,0,4,1,0,0,34,39
59,6,16482,15,1,6,14,1,4,1,0,0,34,39
27,4,24697,15,1,0,5,1,4,0,0,0,34,39
8,4,24871,11,15,2,14,0,4,1,0,0,45,39
41,4,26267,11,15,5,7,4,4,1,0,0,34,32
15,1,26588,8,2,4,10,2,1,1,0,0,34,39
17,6,18775,1,13,2,7,0,4,1,0,0,34,39
21,4,17792,15,1,4,12,1,4,1,0,0,45,39
17,4,22051,8,2,2,13,0,4,1,0,0,34,39
39,5,27291,11,15,2,4,0,4,1,0,0,80,39
20,4,13341,7,3,2,8,5,4,0,0,0,17,39
28,6,12131,0,12,2,3,0,4,1,0,0,61,39
3,4,24172,11,15,4,7,1,4,1,0,0,45,39
27,7,5771,11,15,0,10,1,4,0,0,0,32,39
19,4,21724,0,12,2,8,5,4,0,0,0,16,39
22,4,15948,9,4,0,4,1,4,0,0,0,17,39
43,4,17421,11,15,6,12,1,4,0,0,0,45,39
6,4,15617,11,15,4,1,1,4,0,0,0,34,39
12,6,21213,1,13,5,14,1,4,1,0,0,56,39
40,5,11588,11,15,2,12,0,4,1,0,43,23,39
20,4,16696,11,15,2,14,0,4,1,0,0,34,39
42,4,4908,11,15,2,7,0,4,1,0,0,34,0
6,4,8942,11,15,4,8,3,2,1,0,0,17,39
1,4,3278,15,1,4,12,3,4,0,0,0,6,39
30,4,15476,1,13,2,7,5,2,0,0,0,34,39
15,4,3550,9,4,4,4,1,4,1,12,0,42,39
11,4,23651,15,1,2,5,0,4,1,0,0,34,39
21,1,11446,15,1,5,6,1,4,1,0,0,34,39
43,6,5566,11,15,4,5,4,4,1,0,0,36,39
11,4,17615,0,12,0,12,1,4,0,0,0,34,39
0,4,21691,0,12,4,12,3,4,0,0,0,12,39
31,4,8830,15,1,0,4,1,4,0,0,0,31,39
6,4,4424,11,15,4,12,3,4,1,0,0,34,39
22,6,21409,11,15,5,3,1,4,1,0,26,45,39
19,4,20090,11,15,0,12,1,4,1,0,0,45,39
19,4,433,8,2,4,5,3,4,1,0,0,34,39
41,4,9025,11,15,2,7,0,4,1,0,0,38,39
17,4,12387,9,4,2,4,0,4,1,0,0,42,39
2,4,12939,11,15,4,1,3,4,1,0,0,3,39
39,2,24123,12,5,0,10,1,4,0,0,0,34,39
14,4,3857,1,13,3,6,1,1,1,0,0,34,19
63,0,5813,3,8,5,0,1,2,1,0,0,6,39
38,4,4097,9,4,2,10,0,4,1,0,0,34,39
48,4,10214,9,4,2,4,0,4,1,122,0,34,39
47,6,5135,10,7,2,4,0,4,1,0,0,17,39
41,4,4908,11,15,2,14,0,4,1,0,0,34,39
2,4,20322,11,15,4,1,1,4,0,0,0,34,39
5,4,10871,11,15,4,5,3,4,1,0,0,34,39
6,4,21084,9,4,4,12,1,4,0,0,33,45,39
23,4,19619,6,11,4,3,2,2,1,0,0,34,39
73,4,4082,15,1,0,12,4,2,0,0,0,30,39
3,4,5326,11,15,4,3,3,4,1,0,0,34,39
11,4,17699,6,11,4,8,2,4,1,0,0,47,39
14,4,2712,8,2,2,12,0,4,1,0,0,34,39
21,4,24149,11,15,2,1,0,4,1,0,0,50,39
34,2,107,11,15,2,11,0,4,1,0,0,67,39
28,1,26568,15,1,2,1,0,2,1,0,0,12,39
21,7,6401,9,4,2,10,0,4,1,0,0,34,39
2,4,22947,11,15,4,6,2,4,1,52,0,34,39
20,4,14973,8,2,2,13,5,4,0,0,0,30,39
52,0,6036,1,13,2,0,0,4,1,0,0,42,39
19,4,9215,11,15,2,3,0,4,1,0,0,34,39
25,6,1681,10,7,4,10,1,4,1,0,0,66,0
30,4,8517,0,12,2,7,0,4,1,0,0,40,39
15,4,3860,11,15,3,8,2,3,1,0,0,34,26
26,2,964,9,4,0,10,4,4,0,0,0,42,39
42,4,17732,11,15,2,14,0,4,1,0,0,34,39
1,4,28484,1,13,4,8,3,4,0,0,0,7,39
29,4,23750,15,1,2,12,0,2,1,0,0,56,39
0,4,10460,0,12,4,8,3,4,1,0,0,17,39
21,4,15422,7,3,0,4,4,2,0,0,0,34,39
5,4,17554,15,1,4,1,3,4,1,0,0,1,39
11,4,18981,11,15,5,12,4,2,0,0,0,34,39
37,4,23954,15,1,4,4,1,4,0,0,0,39,39
17,4,22748,7,3,2,3,0,4,1,0,0,61,39
8,4,9120,8,2,0,1,4,4,0,0,0,34,39
33,6,28118,9,4,2,3,0,4,1,0,0,45,39
43,4,6922,15,1,0,13,1,4,1,0,6,45,39
51,6,17033,0,12,6,5,4,4,1,0,0,12,39
27,4,1360,12,5,2,13,0,4,1,0,0,12,39
6,1,24725,1,13,4,1,4,2,0,0,0,34,39
16,4,3675,9,4,4,10,1,4,1,0,0,34,39
20,2,17540,15,1,3,1,4,2,0,0,0,19,39
30,0,28415,8,2,2,0,0,4,1,0,0,34,39
1,4,1078,11,15,4,1,3,2,0,0,0,34,39
11,4,9699,15,1,4,8,3,4,0,0,0,45,39
19,4,7028,15,1,2,4,5,4,0,0,0,34,39
10,1,23635,15,1,0,1,2,2,0,0,0,45,39
18,4,6297,15,1,0,12,1,4,1,0,0,45,39
14,4,25597,11,15,2,3,0,4,1,0,0,34,39
21,4,15288,15,1,3,8,4,4,0,0,0,29,29
20,4,15102,11,15,3,8,4,2,0,0,0,28,14
19,4,16414,13,0,4,7,1,2,1,0,0,34,33
18,6,28335,9,4,2,10,0,4,1,0,0,34,39
41,4,26528,11,15,2,14,0,4,1,0,0,31,39
4,4,11327,7,3,4,1,1,4,0,0,0,17,39
14,4,18275,9,4,4,4,1,4,0,0,0,34,39
51,0,16600,15,1,2,0,0,4,1,0,0,42,39
7,4,15246,11,15,2,6,3,4,1,0,0,28,39
41,6,18831,9,4,2,4,0,4,1,0,0,50,39
6,4,19726,12,5,4,8,1,4,0,0,0,1,39
4,4,11327,11,15,4,8,1,4,0,0,0,20,39
19,4,9309,15,1,2,3,0,4,1,111,0,38,39
23,4,4811,10,7,2,10,0,4,1,0,0,56,39
9,4,8131,11,15,0,6,3,4,0,0,0,34,39
31,4,2809,9,4,0,4,2,4,1,0,0,34,39
12,4,9686,11,15,2,8,5,4,0,0,0,34,5
24,4,6811,11,15,2,3,0,4,1,0,0,34,39
15,4,25004,15,1,4,12,3,4,1,0,0,28,39
9,4,4114,9,4,4,10,1,4,0,0,0,34,39
42,4,8346,6,11,2,8,0,4,1,0,0,34,39
4,4,7928,11,15,4,1,1,4,0,0,0,23,39
26,4,28427,11,15,0,1,4,4,0,0,0,53,39
34,4,24584,6,11,2,5,0,4,1,0,0,34,26
14,7,1431,15,1,4,8,3,4,0,0,0,61,39
28,7,2931,12,5,0,4,1,4,1,0,0,39,39
27,1,26971,11,15,2,14,0,2,1,0,0,56,39
7,0,20590,15,1,4,0,1,4,0,0,0,31,39
54,0,8324,11,15,6,0,4,4,1,0,0,16,39
18,7,5560,15,1,4,5,3,4,1,0,0,34,39
27,4,27017,11,15,2,3,0,4,1,0,0,39,39
22,4,21302,15,1,2,1,0,4,1,20,0,34,39
16,4,27891,5,10,0,6,3,4,1,0,0,34,39
29,4,17256,9,4,2,10,0,4,1,0,43,34,39
26,6,20649,11,15,2,1,5,4,0,0,0,6,39
42,5,4233,8,2,0,10,1,4,1,0,0,45,39
4,0,23548,11,15,4,0,2,4,1,0,0,28,26
32,6,13752,9,4,2,12,0,4,1,20,0,34,39
32,4,26309,11,15,2,3,0,4,1,0,0,34,39
19,4,21939,9,4,2,4,0,4,1,0,0,34,39
8,4,23176,8,2,4,3,3,4,1,0,0,34,39
30,2,13466,12,5,4,10,1,4,1,0,0,28,39
50,0,25350,11,15,6,0,1,4,0,0,0,34,39
33,4,26422,8,2,2,14,0,4,1,64,0,50,39
45,4,994,9,4,2,4,0,4,1,20,0,34,39
4,7,16555,15,1,4,10,3,4,1,0,0,7,39
5,0,22795,9,4,4,0,1,4,0,0,0,15,39
11,4,10058,11,15,2,8,0,4,1,0,0,34,39
39,6,1696,11,15,2,4,0,4,1,0,0,28,39
20,6,2232,11,15,2,3,0,4,1,0,0,34,39
28,0,26437,0,12,0,0,4,4,0,0,0,34,39
34,6,7348,9,4,2,13,0,4,1,0,0,39,39
23,4,22957,11,15,2,6,0,4,1,0,0,34,39
33,4,27789,11,15,2,14,0,4,1,0,0,34,39
34,0,12761,11,15,2,0,5,4,0,0,0,22,39
18,4,16595,9,4,2,10,0,4,1,0,0,39,39
10,4,6761,11,15,2,3,0,4,1,0,0,34,39
21,5,17542,15,1,2,4,0,4,1,111,0,34,39
8,4,26619,1,13,2,3,0,1,1,0,0,34,30
20,4,21801,11,15,0,1,4,4,0,0,0,34,39
2,4,16535,15,1,4,12,1,4,0,0,0,17,39
8,4,9832,15,1,4,3,1,4,1,0,0,34,39
49,4,12865,15,1,2,13,0,4,1,0,0,34,39
2,4,27433,1,13,4,12,3,1,0,0,0,10,30
11,4,22705,11,15,4,13,1,1,1,0,0,45,39
3,4,24761,11,15,4,6,3,4,1,0,0,34,39
0,4,14380,2,14,4,6,3,4,1,0,0,12,39
17,4,20388,9,4,0,10,1,4,0,0,0,45,39
11,6,12776,4,9,2,6,0,4,1,0,0,17,26
12,0,11480,11,15,4,0,3,4,1,0,0,12,39
45,4,5436,11,15,0,8,1,4,0,0,0,80,39
1,4,1669,11,15,4,8,3,4,1,0,0,17,39
26,6,15668,9,4,4,12,1,4,1,0,0,36,39
50,6,2576,11,15,2,14,0,4,1,103,0,53,39
14,4,1291,11,15,4,3,2,4,1,0,0,34,39
22,4,12457,9,4,2,10,0,4,1,0,0,34,39
4,4,26132,11,15,4,12,1,4,1,0,0,50,39
2,0,16760,15,1,4,0,3,2,0,0,0,6,39
13,6,10102,7,3,0,1,1,4,0,0,0,34,39
25,4,20290,11,15,0,1,4,4,0,0,0,34,39
34,6,14036,9,4,2,12,0,2,1,0,0,50,39
30,2,17738,15,1,4,1,1,2,1,0,0,34,39
18,4,8558,9,4,0,10,4,1,0,0,0,29,30
16,4,27951,11,15,4,3,1,4,1,0,0,45,39
14,4,3785,11,15,2,3,0,4,1,0,0,34,26
11,4,6873,11,15,4,10,1,4,1,0,0,34,39
30,4,22117,11,15,2,3,0,4,1,0,0,34,39
3,1,1580,11,15,4,1,3,4,0,0,0,34,39
13,4,7045,11,15,4,1,3,4,0,0,0,34,39
30,5,13014,11,15,2,3,0,4,1,0,0,34,39
13,5,2671,11,15,0,4,1,4,1,88,0,34,39
2,0,1862,15,1,4,0,3,4,0,0,0,17,39
25,7,20986,15,1,2,4,5,4,0,0,0,34,39
2,4,19363,15,1,4,3,3,4,0,0,0,34,39
4,4,15130,11,15,2,1,0,4,1,0,0,34,39
23,4,5233,11,15,0,3,1,4,0,0,0,34,39
7,1,13712,11,15,4,8,3,4,1,0,0,34,39
19,4,15613,15,1,0,13,4,4,1,0,0,34,39
13,4,8783,8,2,0,7,1,4,1,0,0,34,39
16,4,16397,11,15,5,1,1,3,1,0,0,30,39
14,4,5171,7,3,4,13,1,1,0,0,0,34,39
27,6,4020,11,15,2,3,0,4,1,0,0,50,39
30,1,11356,11,15,2,1,0,4,1,0,0,34,39
22,6,6957,7,3,2,12,0,1,1,0,0,68,35
24,4,19680,11,15,2,5,0,4,1,0,0,34,39
26,4,17267,1,13,4,8,1,2,1,0,0,34,39
29,4,22144,15,1,0,3,4,4,1,0,0,34,39
9,6,1047,15,1,5,3,1,4,1,0,0,23,39
